
================================================================================
Idx  | Range                     | Count      | Model Type      | Stats
--------------------------------------------------------------------------------
0    | [0, 2564]                 | 152200     | Fourier MLP     | Complex Neural Net
1    | [2565, 5129]              | 154800     | Fourier MLP     | Complex Neural Net
2    | [5130, 7694]              | 152320     | Fourier MLP     | Complex Neural Net
3    | [7695, 10259]             | 154940     | Fourier MLP     | Complex Neural Net
4    | [10260, 12824]            | 152440     | Fourier MLP     | Complex Neural Net
5    | [12825, 15389]            | 153900     | Fourier MLP     | Complex Neural Net
6    | [15390, 17954]            | 151380     | Fourier MLP     | Complex Neural Net
7    | [17955, 20519]            | 155860     | Fourier MLP     | Complex Neural Net
8    | [20520, 23084]            | 152280     | Fourier MLP     | Complex Neural Net
9    | [23085, 25649]            | 154740     | Fourier MLP     | Complex Neural Net
10   | [25650, 28214]            | 152840     | Fourier MLP     | Complex Neural Net
11   | [28215, 30779]            | 155920     | Fourier MLP     | Complex Neural Net
12   | [30780, 33344]            | 158760     | Fourier MLP     | Complex Neural Net
13   | [33345, 35909]            | 149420     | Fourier MLP     | Complex Neural Net
14   | [35910, 38474]            | 153400     | Fourier MLP     | Complex Neural Net
15   | [38475, 41039]            | 151220     | Fourier MLP     | Complex Neural Net
16   | [41040, 43604]            | 153740     | Fourier MLP     | Complex Neural Net
17   | [43605, 46169]            | 153560     | Fourier MLP     | Complex Neural Net
18   | [46170, 48734]            | 154180     | Fourier MLP     | Complex Neural Net
19   | [48735, 51299]            | 154320     | Fourier MLP     | Complex Neural Net
20   | [51300, 53864]            | 153580     | Fourier MLP     | Complex Neural Net
21   | [53865, 56429]            | 152980     | Fourier MLP     | Complex Neural Net
22   | [56430, 58994]            | 153600     | Fourier MLP     | Complex Neural Net
23   | [58995, 61559]            | 153480     | Fourier MLP     | Complex Neural Net
24   | [61560, 64124]            | 153880     | Uniform         | 
25   | [64125, 66689]            | 153080     | Fourier MLP     | Complex Neural Net
26   | [66690, 69254]            | 152780     | Fourier MLP     | Complex Neural Net
27   | [69255, 71819]            | 156740     | Fourier MLP     | Complex Neural Net
28   | [71820, 74384]            | 151320     | Fourier MLP     | Complex Neural Net
29   | [74385, 76949]            | 152500     | Fourier MLP     | Complex Neural Net
30   | [76950, 79514]            | 156120     | Fourier MLP     | Complex Neural Net
31   | [79515, 82079]            | 155240     | Fourier MLP     | Complex Neural Net
32   | [82080, 84644]            | 154100     | Fourier MLP     | Complex Neural Net
33   | [84645, 87209]            | 153960     | Fourier MLP     | Complex Neural Net
34   | [87210, 89774]            | 154660     | Uniform         | 
35   | [89775, 92339]            | 156160     | Fourier MLP     | Complex Neural Net
36   | [92340, 94904]            | 154700     | Fourier MLP     | Complex Neural Net
37   | [94905, 97469]            | 151200     | Fourier MLP     | Complex Neural Net
38   | [97470, 100034]           | 152460     | Fourier MLP     | Complex Neural Net
39   | [100035, 102599]          | 153580     | Fourier MLP     | Complex Neural Net
40   | [102600, 105164]          | 149060     | Fourier MLP     | Complex Neural Net
41   | [105165, 107729]          | 157860     | Fourier MLP     | Complex Neural Net
42   | [107730, 110294]          | 154040     | Fourier MLP     | Complex Neural Net
43   | [110295, 112859]          | 156520     | Fourier MLP     | Complex Neural Net
44   | [112860, 115424]          | 153060     | Fourier MLP     | Complex Neural Net
45   | [115425, 117989]          | 158180     | Uniform         | 
46   | [117990, 120554]          | 151740     | Uniform         | 
47   | [120555, 123119]          | 155660     | Fourier MLP     | Complex Neural Net
48   | [123120, 125684]          | 155500     | Fourier MLP     | Complex Neural Net
49   | [125685, 128249]          | 155360     | Fourier MLP     | Complex Neural Net
50   | [128250, 130814]          | 152940     | Fourier MLP     | Complex Neural Net
51   | [130815, 133379]          | 156960     | Fourier MLP     | Complex Neural Net
52   | [133380, 135944]          | 154960     | Fourier MLP     | Complex Neural Net
53   | [135945, 138509]          | 153640     | Fourier MLP     | Complex Neural Net
54   | [138510, 141074]          | 153140     | Fourier MLP     | Complex Neural Net
55   | [141075, 143639]          | 153840     | Fourier MLP     | Complex Neural Net
56   | [143640, 146204]          | 153300     | Fourier MLP     | Complex Neural Net
57   | [146205, 148769]          | 152660     | Fourier MLP     | Complex Neural Net
58   | [148770, 151334]          | 154240     | Fourier MLP     | Complex Neural Net
59   | [151335, 153899]          | 156360     | Fourier MLP     | Complex Neural Net
60   | [153900, 156464]          | 152000     | Fourier MLP     | Complex Neural Net
61   | [156465, 159029]          | 155420     | Fourier MLP     | Complex Neural Net
62   | [159030, 161594]          | 152680     | Fourier MLP     | Complex Neural Net
63   | [161595, 164159]          | 153840     | Fourier MLP     | Complex Neural Net
64   | [164160, 166724]          | 154760     | Fourier MLP     | Complex Neural Net
65   | [166725, 169289]          | 152620     | Fourier MLP     | Complex Neural Net
66   | [169290, 171854]          | 151500     | Fourier MLP     | Complex Neural Net
67   | [171855, 174419]          | 153560     | Uniform         | 
68   | [174420, 176984]          | 154620     | Fourier MLP     | Complex Neural Net
69   | [176985, 179549]          | 153440     | Fourier MLP     | Complex Neural Net
70   | [179550, 182114]          | 154220     | Fourier MLP     | Complex Neural Net
71   | [182115, 184679]          | 155140     | Fourier MLP     | Complex Neural Net
72   | [184680, 187244]          | 153460     | Fourier MLP     | Complex Neural Net
73   | [187245, 189809]          | 152980     | Fourier MLP     | Complex Neural Net
74   | [189810, 192374]          | 152560     | Fourier MLP     | Complex Neural Net
75   | [192375, 194939]          | 157600     | Fourier MLP     | Complex Neural Net
76   | [194940, 197504]          | 152400     | Fourier MLP     | Complex Neural Net
77   | [197505, 200069]          | 154360     | Fourier MLP     | Complex Neural Net
78   | [200070, 202634]          | 151640     | Fourier MLP     | Complex Neural Net
79   | [202635, 205199]          | 152340     | Fourier MLP     | Complex Neural Net
