
================================================================================
Idx  | Range                     | Count      | Model Type      | Stats
--------------------------------------------------------------------------------
0    | [0, 2564]                 | 150600     | Fourier MLP     | Complex Neural Net
1    | [2565, 5129]              | 151200     | Fourier MLP     | Complex Neural Net
2    | [5130, 7694]              | 162000     | Fourier MLP     | Complex Neural Net
3    | [7695, 10259]             | 146400     | Fourier MLP     | Complex Neural Net
4    | [10260, 12824]            | 168600     | Fourier MLP     | Complex Neural Net
5    | [12825, 15389]            | 170400     | Fourier MLP     | Complex Neural Net
6    | [15390, 17954]            | 139200     | Fourier MLP     | Complex Neural Net
7    | [17955, 20519]            | 136800     | Fourier MLP     | Complex Neural Net
8    | [20520, 23084]            | 160200     | Fourier MLP     | Complex Neural Net
9    | [23085, 25649]            | 168600     | Fourier MLP     | Complex Neural Net
10   | [25650, 28214]            | 148200     | Fourier MLP     | Complex Neural Net
11   | [28215, 30779]            | 150000     | Fourier MLP     | Complex Neural Net
12   | [30780, 33344]            | 150600     | Fourier MLP     | Complex Neural Net
13   | [33345, 35909]            | 142800     | Fourier MLP     | Complex Neural Net
14   | [35910, 38474]            | 161400     | Fourier MLP     | Complex Neural Net
15   | [38475, 41039]            | 152400     | Fourier MLP     | Complex Neural Net
16   | [41040, 43604]            | 150000     | Fourier MLP     | Complex Neural Net
17   | [43605, 46169]            | 160200     | Fourier MLP     | Complex Neural Net
18   | [46170, 48734]            | 150600     | Fourier MLP     | Complex Neural Net
19   | [48735, 51299]            | 165000     | Fourier MLP     | Complex Neural Net
20   | [51300, 53864]            | 154800     | Fourier MLP     | Complex Neural Net
21   | [53865, 56429]            | 132600     | Fourier MLP     | Complex Neural Net
22   | [56430, 58994]            | 162600     | Fourier MLP     | Complex Neural Net
23   | [58995, 61559]            | 142800     | Fourier MLP     | Complex Neural Net
24   | [61560, 64124]            | 141000     | Fourier MLP     | Complex Neural Net
25   | [64125, 66689]            | 156000     | Fourier MLP     | Complex Neural Net
26   | [66690, 69254]            | 135000     | Fourier MLP     | Complex Neural Net
27   | [69255, 71819]            | 181200     | Fourier MLP     | Complex Neural Net
28   | [71820, 74384]            | 150600     | Fourier MLP     | Complex Neural Net
29   | [74385, 76949]            | 165600     | Fourier MLP     | Complex Neural Net
30   | [76950, 79514]            | 145800     | Fourier MLP     | Complex Neural Net
31   | [79515, 82079]            | 142800     | Fourier MLP     | Complex Neural Net
32   | [82080, 84644]            | 159600     | Fourier MLP     | Complex Neural Net
33   | [84645, 87209]            | 147000     | Fourier MLP     | Complex Neural Net
34   | [87210, 89774]            | 154800     | Fourier MLP     | Complex Neural Net
35   | [89775, 92339]            | 160800     | Fourier MLP     | Complex Neural Net
36   | [92340, 94904]            | 149400     | Fourier MLP     | Complex Neural Net
